title,company,location,work_type,level,compensation,link,id,scraped_date
AI Developer,CareSource,,,,,https://www.builtinla.com/job/ai-developer/8601238,8601238,2026-03-27
AI Engineer,ROLLER,,,,,https://www.builtinla.com/job/ai-engineer/8773121,8773121,2026-03-27
Senior AI Engineer - Monetization Platform,Yahoo,,,,,https://www.builtinla.com/job/senior-ai-engineer-monetization-platform/6623720,6623720,2026-03-27
"Applied AI Engineer, Internal Tooling - New York",Automattic,,,,,https://www.builtinla.com/job/applied-ai-engineer-internal-tooling-new-york/8296668,8296668,2026-03-27
Applied AI Engineer,Automattic,,,,,https://www.builtinla.com/job/applied-ai-engineer/8296667,8296667,2026-03-27
Lead AI Engineer,Lyric - Clarity in motion.,,,,,https://www.builtinla.com/job/lead-ai-engineer/6734139,6734139,2026-03-27
Elastic AI Engineer,Elastic,,,,,https://www.builtinla.com/job/elastic-ai-engineer/8539754,8539754,2026-03-27
"Senior AI Engineer - Grafana Ops, AI/ML | USA | Remote",Grafana Labs,,,,,https://www.builtinla.com/job/senior-ai-engineer-grafana-ops-ai-ml-usa-remote/8484780,8484780,2026-03-27
AI Staff Developer Advocate,MongoDB,,,,,https://www.builtinla.com/job/ai-staff-developer-advocate/8695321,8695321,2026-03-27
Senior AI Engineer,Optimal Dynamics,,,,,https://www.builtinla.com/job/senior-ai-engineer/7161831,7161831,2026-03-27
AI Developer,Harvard Business Publishing,,,,,https://www.builtinla.com/job/ai-developer/8291746,8291746,2026-03-27
AI Engineer,Precision Medicine Group,,,,,https://www.builtinla.com/job/ai-engineer/8279157,8279157,2026-03-27
Senior AI Engineer – Agentic Platform Lead,Voyager Technologies,,,,,https://www.builtinla.com/job/senior-ai-engineer-agentic-platform-lead/8019906,8019906,2026-03-27
"Senior Software Engineer, Fullstack (AI Advisor)",Coinbase,,,,,https://www.builtinla.com/job/senior-software-engineer-fullstack-ai-advisor/8468052,8468052,2026-03-27
Sr. AI/Automation Engineer -  HR Technology,General Motors,,,,,https://www.builtinla.com/job/sr-automation-ai-engineer-hr-technology/8461654,8461654,2026-03-27
AI Engineer New Grad 2025-2026 - Poe (Remote),Quora,,,,,https://www.builtinla.com/job/ai-engineer-new-grad-2025-2026-poe-remote/8207287,8207287,2026-03-27
AI Engineer,Granum,,,,,https://www.builtinla.com/job/ai-engineer/8753183,8753183,2026-03-27
Senior AI Engineer,Nokia,,,,,https://www.builtinla.com/job/senior-ai-engineer/8716610,8716610,2026-03-27
"Senior Full Stack Engineer (Python, Serverless, AI Fluency)",VYNYL,,,,,https://www.builtinla.com/job/senior-full-stack-engineer-python-serverless-ai-fluency/8389528,8389528,2026-03-27
Senior Software Engineer for AI Startup,Makai Labs,,,,,https://www.builtinla.com/job/senior-software-engineer-ai-startup/7034922,7034922,2026-03-27
"Senior Software Engineer, Data/AI Platform",Linktree,,,,,https://www.builtinla.com/job/senior-software-engineer-data-ai-platform/8879130,8879130,2026-03-27
Founding AI Engineer (LLMs & Agents),Skiffra,,,,,https://www.builtinla.com/job/founding-ai-engineer-llms-agents/8637051,8637051,2026-03-27
Senior AI Developer,EBizCharge,,,,,https://www.builtinla.com/job/senior-ai-developer/7592560,7592560,2026-03-27
AI Engineer II,CareSource,,,,,https://www.builtinla.com/job/ai-engineer-ii/8191380,8191380,2026-03-27
Staff AI Engineer - AI Product,ClickUp,,,,,https://www.builtinla.com/job/staff-ai-engineer-ai-product/8247027,8247027,2026-03-27
Senior AI Engineer - AI Platform,ClickUp,,,,,https://www.builtinla.com/job/senior-ai-engineer-ai-platform/8247031,8247031,2026-03-27
Senior AI Engineer - AI Product,ClickUp,,,,,https://www.builtinla.com/job/senior-ai-engineer-ai-product/8247026,8247026,2026-03-27
Staff AI Engineer - AI Platform,ClickUp,,,,,https://www.builtinla.com/job/staff-ai-engineer-ai-platform/8247056,8247056,2026-03-27
AI Product Engineer - Agentic AI Platforms (Financial Services),Capgemini,,,,,https://www.builtinla.com/job/ai-product-engineer-agentic-ai-platforms-financial-services/8872285,8872285,2026-03-27
AI Engineer II,Finance of America Companies,,,,,https://www.builtinla.com/job/ai-engineer-ii/8734614,8734614,2026-03-27
Senior Machine Learning Engineer: 3D Generative AI,Genies,,,,,https://www.builtinla.com/job/senior-machine-learning-engineer-3d-generative-ai/6606445,6606445,2026-03-27
Principal AI Safety Engineer for Autonomous Vehicles: Technical Lead (GPSSC),General Motors,,,,,https://www.builtinla.com/job/principal-ai-safety-engineer-autonomous-vehicles-technical-lead-gpssc/8681816,8681816,2026-03-27
AI Engineer,PAR Technology,,,,,https://www.builtinla.com/job/ai-engineer/8721816,8721816,2026-03-27
Principal Cyber AI Engineer,Phizenix,,,,,https://www.builtinla.com/job/principal-cyber-ai-engineer/8721705,8721705,2026-03-27
"Senior Software Engineer, Web & AI Game Platform",Wolf Games,,,,,https://www.builtinla.com/job/senior-software-engineer-web-ai-game-platform/8858850,8858850,2026-03-27
"QA Engineer, AI Automation & Web Games",Wolf Games,,,,,https://www.builtinla.com/job/qa-engineer-ai-automation-web-games/8857518,8857518,2026-03-27
Senior Applied AI Engineer,Wellthy,,,,,https://www.builtinla.com/job/senior-applied-ai-engineer/8494239,8494239,2026-03-27
Senior AI Engineer,Sidecar Health,,,,,https://www.builtinla.com/job/senior-ai-engineer/8496942,8496942,2026-03-27
Senior AI Engineer*,Egen,,,,,https://www.builtinla.com/job/senior-ai-engineer/8496277,8496277,2026-03-27
"Staff AI Engineer - Grafana Ops, AI/ML | USA | Remote",Grafana Labs,,,,,https://www.builtinla.com/job/staff-ai-engineer-grafana-ops-ai-ml-usa-remote/8076344,8076344,2026-03-27
Senior Applied AI Engineer,StackBlitz,,,,,https://www.builtinla.com/job/senior-applied-ai-engineer/7094264,7094264,2026-03-27
AI Chatbot Engineer Intern,Age of Learning,,,,,https://www.builtinla.com/job/ai-chatbot-engineer-intern/8844852,8844852,2026-03-27
Senior Software Engineer – AI & Workflow Automation,Deluxe Media Inc.,,,,,https://www.builtinla.com/job/senior-software-engineer-ai-workflow-automation/8844355,8844355,2026-03-27
Senior Software Engineer – AI & Workflow Automation,Deluxe Media Inc.,,,,,https://www.builtinla.com/job/senior-software-engineer-ai-workflow-automation/8844329,8844329,2026-03-27
Software Engineer II - Applied AI,YCharts,,,,,https://www.builtinla.com/job/software-engineer-ii-applied-ai/7643812,7643812,2026-03-27
Founding AI Engineer - Supernal,Infinity Constellation,,,,,https://www.builtinla.com/job/founding-ai-engineer-supernal/7309806,7309806,2026-03-27
Full Stack AI Engineer,Infinity Constellation,,,,,https://www.builtinla.com/job/full-stack-ai-engineer/7309810,7309810,2026-03-27
Staff AI Engineer,Clarity AI,,,,,https://www.builtinla.com/job/staff-ai-engineer/8695738,8695738,2026-03-27
Staff Software Development Engineer-Full Stack-AI,CVS Health,,,,,https://www.builtinla.com/job/staff-software-development-engineer-full-stack-ai/8585700,8585700,2026-03-27
"Senior Full-Stack Software Engineer, Applied AI",Circle.so,,,,,https://www.builtinla.com/job/senior-full-stack-software-engineer-applied-ai/8431488,8431488,2026-03-27
Applied AI Engineer,Atomicwork,,,,,https://www.builtinla.com/job/applied-ai-engineer/8222402,8222402,2026-03-27
"Senior Gen AI Engineer, Salesforce Platform",MCG Health,,,,,https://www.builtinla.com/job/senior-gen-ai-engineer-salesforce-platform/7562172,7562172,2026-03-27
